City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Pisco,PE,-13.7,-76.2167,66.02,85,22,2.46,few clouds
452,Jijiga,ET,9.35,42.8,65.44,81,100,5.99,light rain
453,Cedar City,US,37.6775,-113.0619,59.4,44,100,12.66,overcast clouds
454,Havelock,US,34.8791,-76.9013,73.98,79,57,8.01,broken clouds
455,Ust-Maya,RU,60.4167,134.5333,39.79,73,75,11.3,broken clouds
456,Flinders,AU,-34.5833,150.8552,64.38,88,9,4.0,clear sky
457,Santa Cruz De La Palma,ES,28.6835,-17.7642,67.14,77,0,12.66,clear sky
458,Luorong,CN,24.4058,109.6086,56.28,84,23,5.23,few clouds
459,Orlik,RU,52.5178,99.825,40.84,59,76,2.77,broken clouds
460,Hegra,NO,63.4644,11.114,46.31,57,75,16.11,broken clouds
461,Mana,GF,5.6592,-53.7767,77.32,86,90,10.2,overcast clouds
462,Rafsanjan,IR,30.4067,55.9939,68.74,25,10,15.35,clear sky
463,Sibolga,ID,1.7427,98.7792,75.94,88,100,3.69,overcast clouds
464,Alice Springs,AU,-23.7,133.8833,60.35,59,32,2.3,scattered clouds
465,Bubaque,GW,11.2833,-15.8333,77.83,73,29,12.73,scattered clouds
466,La Rioja,ES,42.25,-2.5,46.18,87,76,3.83,broken clouds
467,Port Hedland,AU,-20.3167,118.5667,77.05,61,40,13.8,light rain
468,Hovd,MN,48.0056,91.6419,51.12,21,74,8.68,broken clouds
469,Antofagasta,CL,-23.65,-70.4,60.78,87,25,7.34,scattered clouds
470,Aleksandrovka,UA,46.8383,32.7612,47.93,69,50,6.67,scattered clouds
471,Port Keats,AU,-14.25,129.55,76.39,57,79,10.36,broken clouds
472,Burkburnett,US,34.0979,-98.5706,83.08,33,0,21.85,clear sky
473,Namibe,AO,-15.1961,12.1522,74.57,66,40,7.63,scattered clouds
474,Aanekoski,FI,62.6946,25.818,37.47,66,81,8.77,broken clouds
475,Aurangabad,IN,19.8833,75.3333,80.94,43,1,13.4,clear sky
476,Golden,US,39.7555,-105.2211,60.98,35,100,20.71,overcast clouds
477,Rioja,AR,-29.4111,-66.8507,61.23,60,50,4.9,scattered clouds
478,Sechura,PE,-5.5569,-80.8222,72.93,69,68,16.49,broken clouds
479,Lazaro Cardenas,MX,17.9583,-102.2,84.07,47,55,9.69,broken clouds
480,Riyadh,SA,24.6877,46.7219,80.74,16,49,7.52,scattered clouds
481,Homer,US,59.6425,-151.5483,46.29,72,100,20.71,overcast clouds
482,Smiltene,LV,57.4244,25.9016,33.55,91,99,1.57,overcast clouds
483,Olafsvik,IS,64.8945,-23.7142,33.93,64,18,18.84,few clouds
484,Bay-Khaak,RU,51.1667,94.5,52.81,34,63,3.85,broken clouds
485,Margate,GB,51.3813,1.3862,51.69,70,100,1.01,overcast clouds
486,Yakima,US,46.4665,-120.6678,70.18,40,20,5.75,few clouds
487,Mubi,NG,10.2676,13.2644,84.7,43,69,1.72,light rain
488,Kirakira,SB,-10.4544,161.9205,82.04,80,100,9.26,overcast clouds
489,Yelkhovka,RU,53.8667,50.2832,36.36,58,4,3.6,clear sky
490,Pacifica,US,37.6138,-122.4869,78.44,68,0,24.16,clear sky
491,Zhezkazgan,KZ,47.8043,67.7144,60.26,55,92,6.22,overcast clouds
492,Diez,DE,50.3667,8.0167,51.94,88,99,4.36,overcast clouds
493,Hagersville,CA,42.9668,-80.0497,52.11,98,100,7.81,overcast clouds
494,Brae,GB,60.3964,-1.353,47.16,95,100,6.58,overcast clouds
495,Sarkand,KZ,45.41,79.9186,69.76,24,100,8.99,overcast clouds
496,Xixiang,CN,35.1628,112.865,62.1,29,3,4.65,clear sky
497,Kenai,US,60.5544,-151.2583,50.02,49,75,12.66,broken clouds
498,Wangou,CN,42.0623,126.9127,37.42,65,19,3.0,few clouds
499,Buraydah,SA,26.326,43.975,78.04,15,0,10.69,clear sky
500,Pondicherry,IN,11.93,79.83,84.25,74,100,9.15,overcast clouds
501,Makat,KZ,47.6469,53.3463,52.14,52,44,14.56,scattered clouds
502,San Matias,BO,-16.3667,-58.4,81.36,45,58,5.46,broken clouds
503,Rosarito,MX,32.3333,-117.0333,68.23,68,49,9.71,scattered clouds
504,Guarapari,BR,-20.6667,-40.4975,79.9,85,10,8.59,clear sky
505,Khilok,RU,51.3674,110.4676,53.19,48,89,2.66,overcast clouds
506,San Ramon,US,37.7799,-121.978,82.2,37,0,14.97,clear sky
507,Disraeli,CA,45.9001,-71.3491,48.79,70,35,7.47,scattered clouds
508,Key Largo,US,25.0865,-80.4473,79.0,58,1,13.89,clear sky
509,Westport,US,41.1415,-73.3579,63.63,47,0,10.36,clear sky
510,Karratha,AU,-20.7377,116.8463,79.18,51,100,11.95,overcast clouds
511,Ixtapa,MX,20.7,-105.2,78.03,73,75,16.11,broken clouds
512,Marawi,PH,7.9986,124.2928,72.34,93,99,0.31,overcast clouds
513,Nambiyur,IN,11.3667,77.3333,79.56,64,100,3.56,overcast clouds
514,Kolomak,UA,49.8399,35.3044,43.74,86,9,3.94,clear sky
515,Wageningen,NL,51.9667,5.6667,47.95,86,100,0.0,overcast clouds
516,Wajima,JP,37.4,136.9,52.18,61,5,3.98,clear sky
517,Butzbach,DE,50.4339,8.6712,52.81,79,93,5.7,overcast clouds
518,Balkanabat,TM,39.5108,54.3671,63.84,65,87,5.64,overcast clouds
519,Carutapera,BR,-1.195,-46.02,76.3,92,100,4.74,moderate rain
520,Zhuhai,CN,22.2769,113.5678,62.38,94,40,19.57,light intensity shower rain
521,Loanda,AO,-8.8368,13.2343,78.8,89,40,3.44,scattered clouds
522,Dejen,ET,10.1667,38.1333,62.82,52,84,2.68,broken clouds
523,Yar-Sale,RU,66.8333,70.8333,5.97,90,14,6.13,few clouds
524,Azanka,RU,58.0401,64.7893,34.14,86,89,11.95,overcast clouds
525,Fukue,JP,32.6881,128.8419,61.88,45,100,12.8,overcast clouds
526,Micheweni,TZ,-4.9667,39.8333,78.19,85,99,14.41,moderate rain
527,Nassau,US,40.7507,-73.5829,62.33,52,0,8.05,clear sky
528,Ostrovnoy,RU,68.0531,39.5131,15.22,92,57,8.46,broken clouds
529,Eltham,NZ,-39.4292,174.3,65.95,78,100,6.24,overcast clouds
530,Wanaka,NZ,-44.7,169.15,54.1,91,61,3.0,broken clouds
531,Awjilah,LY,29.1081,21.2869,82.31,26,100,18.01,overcast clouds
532,Nisia Floresta,BR,-6.0911,-35.2086,79.61,89,69,6.76,light rain
533,Mercedes,AR,-34.6515,-59.4307,54.86,66,0,6.11,clear sky
534,Robertsport,LR,6.7533,-11.3686,82.47,83,100,5.48,overcast clouds
535,Kopervik,NO,59.2835,5.3067,44.33,93,44,3.44,scattered clouds
536,Sanandaj,IR,35.3144,46.9923,50.92,82,68,2.26,broken clouds
537,Pangani,TZ,-5.4333,38.9667,76.08,84,91,9.28,light rain
538,Ola,RU,59.5833,151.2833,43.14,79,45,5.41,scattered clouds
539,Illapel,CL,-31.6308,-71.1653,59.09,67,1,2.86,clear sky
540,Benguela,AO,-12.5763,13.4055,75.74,85,3,0.89,clear sky
541,Pitimbu,BR,-7.4706,-34.8086,78.62,83,18,8.32,few clouds
542,Safford,US,32.834,-109.7076,92.32,6,0,13.8,clear sky
543,Aasiaat,GL,68.7098,-52.8699,13.57,83,5,3.71,clear sky
544,Ginda,IN,30.6945,78.4932,58.6,38,59,7.34,broken clouds
545,Savannah Bight,HN,16.45,-85.85,82.17,80,95,19.15,overcast clouds
546,Kasongo,CD,-4.45,26.6667,68.07,99,100,2.15,moderate rain
547,San Quintin,MX,30.4833,-115.95,64.54,68,1,16.33,clear sky
548,Mersing,MY,2.4312,103.8405,77.04,91,100,4.99,overcast clouds
549,Sydney,AU,-33.8679,151.2073,64.35,79,20,9.22,few clouds
550,Coihaique,CL,-45.5752,-72.0662,42.98,99,100,3.06,overcast clouds
551,Trincomalee,LK,8.5711,81.2335,82.17,81,87,15.37,overcast clouds
552,Kemijarvi,FI,66.7131,27.4306,29.43,95,99,6.82,light snow
553,Teguise,ES,29.0605,-13.564,62.82,77,20,18.41,few clouds
554,Bobon,PH,12.5246,124.5636,79.12,83,81,4.18,broken clouds
555,Aguimes,ES,27.9054,-15.4461,64.65,68,20,24.16,few clouds
556,Kalulushi,ZM,-12.8378,28.0919,54.61,84,0,4.76,clear sky
557,Mbaiki,CF,3.8678,17.9892,68.02,95,93,1.39,overcast clouds
558,Newport,GB,51.5877,-2.9984,51.46,91,99,2.89,overcast clouds
559,Maroantsetra,MG,-15.4333,49.7333,75.0,90,97,2.01,overcast clouds
560,Jam Sahib,PK,26.2958,68.6292,84.22,23,68,15.93,broken clouds
561,Kamaishi,JP,39.2667,141.8833,48.61,72,2,1.54,clear sky
562,Ziro,IN,27.6333,93.8333,50.59,93,83,0.96,broken clouds
563,Tsumeb,NA,-19.2333,17.7167,64.02,49,26,6.76,scattered clouds
564,Norsup,VU,-16.0667,167.3833,83.53,69,100,1.5,overcast clouds
565,Svetlogorsk,BY,52.6333,29.7333,43.11,92,62,5.1,broken clouds
566,Naryan-Mar,RU,67.6713,53.087,12.29,96,86,8.93,overcast clouds
567,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.58,81,51,2.64,broken clouds
568,Cortes,ES,41.9395,-1.4396,60.85,66,40,13.31,scattered clouds
569,Deming,US,32.2687,-107.7586,87.69,5,0,20.71,clear sky
570,Kaeo,NZ,-35.1,173.7833,68.32,81,89,9.71,overcast clouds
571,Port-Cartier,CA,50.0334,-66.8654,41.76,87,56,5.46,broken clouds
572,Waycross,US,31.2136,-82.354,80.85,63,0,3.44,clear sky
573,Orje,NO,59.4802,11.6602,45.36,72,94,8.23,overcast clouds
574,Murray Bridge,AU,-35.1167,139.2667,63.12,72,6,3.91,clear sky
575,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,77,0,11.5,clear sky
576,El Triunfo,EC,-1.9333,-79.9667,80.02,81,87,2.75,overcast clouds
577,Itarema,BR,-2.9248,-39.9167,79.83,81,46,12.64,scattered clouds
578,Caldas Novas,BR,-17.7417,-48.625,69.17,41,3,3.02,clear sky
579,Freeport,US,40.6576,-73.5832,62.11,54,0,8.05,clear sky
580,Birjand,IR,32.8663,59.2211,54.07,76,0,0.0,clear sky
581,Aljezur,PT,37.3191,-8.8033,56.68,89,14,15.32,few clouds
582,Sisimiut,GL,66.9395,-53.6735,27.41,75,22,5.95,few clouds
583,Alberton,CA,46.8168,-64.0654,36.41,97,100,16.26,overcast clouds
584,Labrea,BR,-7.2586,-64.7981,76.68,90,100,1.59,moderate rain
585,Abha,SA,18.2164,42.5053,62.85,63,0,5.75,clear sky
586,Kavaratti,IN,10.5669,72.642,83.95,72,83,8.59,broken clouds
587,Salumbar,IN,24.1333,74.05,87.06,37,5,10.74,clear sky
588,Xuddur,SO,4.1213,43.8894,72.99,82,100,10.11,overcast clouds
589,Jiayuguan,CN,39.8167,98.3,46.18,18,1,4.41,clear sky
590,Muravlenko,RU,63.7898,74.523,17.1,91,66,5.17,broken clouds
591,Hobbs,US,32.7026,-103.136,82.67,45,75,21.85,broken clouds
592,Riberalta,BO,-10.9833,-66.1,82.6,78,75,13.8,broken clouds
593,Bocas Del Toro,PA,9.3333,-82.25,80.51,83,100,13.29,overcast clouds
594,Maralal,KE,1.0968,36.698,59.07,88,100,4.94,overcast clouds
595,Kulu,TR,39.0951,33.0799,45.61,90,36,4.99,scattered clouds
596,Hai Duong,VN,20.9333,106.3167,69.8,59,100,14.79,overcast clouds
597,Guaymas,MX,27.9333,-110.9,86.88,47,0,14.79,clear sky
598,Gat,IL,31.61,34.7642,65.08,100,0,4.72,clear sky
599,Agirish,RU,61.9247,63.0231,26.33,96,100,6.55,overcast clouds
600,Nawa,IN,27.0167,75.0,86.38,22,19,11.52,few clouds
601,Makasar,ID,-5.14,119.4221,75.25,100,20,2.3,few clouds
602,Hami,CN,42.8,93.45,59.83,12,2,5.79,clear sky
603,Pedernales,DO,18.0384,-71.744,75.31,88,100,4.54,overcast clouds
604,Harper,LR,4.375,-7.7169,80.85,81,49,7.72,scattered clouds
605,Olinda,BR,-8.0089,-34.8553,78.53,89,75,4.61,broken clouds
606,Sambava,MG,-14.2667,50.1667,76.91,86,55,7.02,broken clouds
607,Sorland,NO,67.667,12.6934,37.81,85,100,27.49,overcast clouds
608,Quatre Cocos,MU,-20.2078,57.7625,74.08,83,5,3.78,clear sky
609,Abu Dhabi,AE,24.4667,54.3667,78.96,65,0,3.0,clear sky
610,Xining,CN,36.6167,101.7667,34.81,66,1,2.73,clear sky
611,Bonthe,SL,7.5264,-12.505,81.21,83,79,4.81,light rain
612,College,US,64.8569,-147.8028,54.23,34,100,9.22,overcast clouds
613,Timra,SE,62.487,17.3257,37.08,87,40,3.44,scattered clouds
614,Puerto Leguizamo,CO,-0.1934,-74.7819,77.0,79,97,1.68,overcast clouds
615,Mamallapuram,IN,12.6264,80.1722,85.05,86,92,11.41,overcast clouds
616,Rotterdam,NL,51.9225,4.4792,49.91,76,61,5.97,broken clouds
617,Fallon,US,39.4735,-118.7774,63.91,22,20,4.61,few clouds
618,Mikhaylovka,RU,50.06,43.2379,40.69,59,9,6.15,clear sky
619,Petersburg,US,37.2279,-77.4019,77.41,73,100,0.0,overcast clouds
620,Ondjiva,AO,-17.0667,15.7333,66.6,47,54,5.79,broken clouds
621,Makakilo City,US,21.3469,-158.0858,82.72,59,75,23.02,broken clouds
622,Mansa,IN,29.9833,75.3833,85.37,33,0,8.3,clear sky
623,Benghazi,LY,32.1167,20.0667,67.64,72,40,11.36,scattered clouds
624,Zyryanka,RU,65.75,150.85,33.39,98,95,7.52,overcast clouds
625,Hobyo,SO,5.3505,48.5268,84.54,72,100,18.63,overcast clouds
626,Kutum,SD,14.2,24.6667,80.8,10,58,7.31,broken clouds
627,Kropotkin,RU,45.4375,40.5756,49.89,97,100,14.47,light rain
628,Salalah,OM,17.0151,54.0924,84.29,84,20,5.75,few clouds
629,Ghanzi,BW,-21.5667,21.7833,67.64,35,50,6.58,scattered clouds
630,Tura,IN,25.5198,90.2201,69.06,95,98,3.8,overcast clouds
631,Muroto,JP,33.2833,134.15,59.58,60,100,0.65,overcast clouds
632,Russkaya Polyana,UA,49.417,31.9201,45.59,74,25,2.55,scattered clouds
633,Cayenne,GF,4.9333,-52.3333,81.09,1,75,4.61,broken clouds
634,Codrington,AU,-38.2667,141.9667,59.94,79,100,9.82,overcast clouds
635,Dawei,MM,14.0833,98.2,75.6,92,100,3.36,overcast clouds
636,Koson,UZ,39.0375,65.585,75.52,33,100,6.87,overcast clouds
637,Aguie,NE,13.506,7.7786,90.9,12,45,8.59,scattered clouds
638,Yenangyaung,MM,20.4667,94.8833,83.59,65,10,4.72,clear sky
639,San Antonio,US,29.4241,-98.4936,91.15,49,40,18.41,scattered clouds
640,Belmonte,BR,-15.8631,-38.8828,76.03,79,0,6.42,clear sky
641,Tono,JP,39.3167,141.5333,43.63,67,16,7.63,few clouds
642,Akyab,MM,20.15,92.9,78.42,83,7,3.27,clear sky
643,Bjornevatn,NO,69.6672,29.9847,26.94,86,75,8.05,broken clouds
644,Jerez,GT,14.1,-89.75,88.25,45,0,2.3,clear sky
645,Kieta,PG,-6.2167,155.6333,83.55,73,99,3.91,overcast clouds
646,Senador Jose Porfirio,BR,-2.5908,-51.9542,75.61,95,97,3.29,overcast clouds
647,Bolekhiv,UA,49.0661,23.8643,46.81,85,91,3.18,overcast clouds
648,Teguldet,RU,57.3064,88.1667,39.43,84,100,11.14,overcast clouds
649,Namwala,ZM,-15.7504,26.4384,57.58,72,0,4.41,clear sky
650,Fatehpur,IN,25.9333,80.8,86.05,43,20,6.98,few clouds
651,Saint-Pierre,RE,-21.3393,55.4781,73.29,74,20,5.75,few clouds
652,Tenabo,MX,20.05,-90.2333,86.0,43,67,6.24,broken clouds
653,Cairns,AU,-16.9167,145.7667,77.11,90,75,9.22,broken clouds
654,Payo,ID,-3.7508,103.6372,72.52,96,100,2.26,overcast clouds
655,Witham,GB,51.8001,0.6404,53.19,74,100,2.71,overcast clouds
656,Maracaju,BR,-21.6144,-55.1683,76.48,48,70,3.8,broken clouds
657,The Pas,CA,53.8251,-101.2541,36.32,80,100,8.1,overcast clouds
658,Nykoping,SE,58.753,17.0079,41.29,65,0,3.44,clear sky
659,Sorong,ID,-0.8833,131.25,80.46,83,95,6.58,overcast clouds
660,Port Blair,IN,11.6667,92.75,78.84,94,40,2.3,mist
661,Wawa,NG,9.9022,4.4192,81.84,63,82,7.52,broken clouds
662,Sayyan,YE,15.1718,44.3244,62.8,43,11,4.92,few clouds
663,Ambilobe,MG,-13.2,49.05,72.59,97,33,2.89,scattered clouds
664,Brigantine,US,39.4101,-74.3646,55.09,76,100,8.05,moderate rain
665,Parral,MX,26.9333,-105.6667,86.94,4,95,18.03,overcast clouds
666,Belaya Gora,RU,68.5333,146.4167,29.35,93,64,7.23,broken clouds
667,Matamoros,MX,25.5333,-103.25,96.33,5,100,10.85,overcast clouds
668,Pauini,BR,-7.7136,-66.9764,77.63,82,86,2.3,overcast clouds
669,Meulaboh,ID,4.1363,96.1285,76.5,89,100,4.27,overcast clouds
670,Deshnok,IN,27.7986,73.3447,90.01,28,46,17.52,scattered clouds
671,Acarau,BR,-2.8856,-40.12,79.52,82,50,12.86,light rain
672,Los Llanos De Aridane,ES,28.6585,-17.9182,63.12,77,0,12.66,clear sky
673,Kangaatsiaq,GL,68.3065,-53.4641,17.67,82,4,7.63,clear sky
674,Rawson,AR,-43.3002,-65.1023,50.7,61,100,10.67,overcast clouds
675,Dabakala,CI,8.3667,-4.4333,80.74,65,89,5.32,light rain
676,Cooma,AU,-36.2333,149.1333,52.12,63,14,1.92,few clouds
677,Saint-Francois,FR,46.4154,3.9054,45.68,87,0,1.14,clear sky
678,Russell,US,32.3502,-85.1999,80.96,63,20,5.75,few clouds
679,Faya,SA,18.3851,42.4509,66.31,53,15,2.46,few clouds
680,Providencia,MX,28.7167,-111.5833,92.21,26,0,20.56,clear sky
